name=GeneralizedHyperLogLog;numRegisters=4096;q=62;base=2.00000000000000000e+00;a=2.44140625000000000e-04;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
12403; 1.24089485993830294e+04; 2.86482486747438124e+04; 1.69153370761933701e+02; 3.00757527036756267e+00; 1.24089451666154528e+04; 2.83768446688513468e+04; 1.68349338171453468e+02; 3.01600659825294626e+00; 
12527; 1.25330343176727183e+04; 2.92665083955796836e+04; 1.70968112248468145e+02; 3.02983520466487866e+00; 1.25330919896771375e+04; 2.90003321203727719e+04; 1.70185838958904327e+02; 3.03809365129844711e+00; 
12652; 1.26581585966774528e+04; 3.02128099300438626e+04; 1.73709186910215635e+02; 3.03217610449110220e+00; 1.26582005584443159e+04; 2.99125180388151821e+04; 1.72841173086141907e+02; 3.03957016770767030e+00; 
12778; 1.27840241371738975e+04; 3.07536756779136776e+04; 1.75263759657333253e+02; 3.04839340416708460e+00; 1.27841166907538445e+04; 3.04439600612108225e+04; 1.74374729119310302e+02; 3.04950961859192882e+00; 
12905; 1.29109797719386170e+04; 3.15628061307665812e+04; 1.77558577540845306e+02; 3.05543464134051490e+00; 1.29111121012230979e+04; 3.12408761927311825e+04; 1.76645176586767263e+02; 3.05430009223562138e+00; 
13034; 1.30396233503566746e+04; 3.21827075701718495e+04; 1.79307237726026983e+02; 3.05131230450414836e+00; 1.30397640414658326e+04; 3.18574266974254606e+04; 1.78393392600188349e+02; 3.04364935456300412e+00; 
13164; 1.31698168145493182e+04; 3.28866038255209132e+04; 1.81253326849521812e+02; 3.04389567287259100e+00; 1.31699734337723348e+04; 3.25710978406096219e+04; 1.80375763143436046e+02; 3.03545566215569274e+00; 
13295; 1.33009740180397221e+04; 3.37673184919922714e+04; 1.83661726008587635e+02; 3.06964749516220081e+00; 1.33011705513059733e+04; 3.34285548241098950e+04; 1.82730619001551872e+02; 3.05882122556751312e+00; 
13427; 1.34327910014533190e+04; 3.45375221551518625e+04; 1.85752487082458856e+02; 3.06577230127905587e+00; 1.34330281300696042e+04; 3.42237978248244617e+04; 1.84898511277641262e+02; 3.05187718926737306e+00; 
13561; 1.35670089133146412e+04; 3.51752429930761209e+04; 1.87454356988181473e+02; 3.06761002612917544e+00; 1.35672370832645902e+04; 3.48568551190947255e+04; 1.86595696390472142e+02; 3.05517987457363249e+00; 
13696; 1.37019122869213334e+04; 3.60372217093515283e+04; 1.89742632459635530e+02; 3.07809215990932339e+00; 1.37021963909920669e+04; 3.57494226833497014e+04; 1.88973615676957820e+02; 3.06621073763517282e+00; 
13832; 1.38382127580573506e+04; 3.67809173834658286e+04; 1.91682860529538857e+02; 3.09445177928404336e+00; 1.38384496396322902e+04; 3.64888493500358672e+04; 1.90911632695993575e+02; 3.07924545905147662e+00; 
13970; 1.39766996396888499e+04; 3.76693999771628296e+04; 1.93970396723834227e+02; 3.10078276595783819e+00; 1.39769365356689304e+04; 3.74053576079003251e+04; 1.93280216475492153e+02; 3.08476476276119005e+00; 
14109; 1.41158154963837424e+04; 3.86926461123313420e+04; 1.96586355379448861e+02; 3.10022713159335161e+00; 1.41160819015905945e+04; 3.83974695411265420e+04; 1.95824707866467890e+02; 3.08519307033190504e+00; 
14250; 1.42571400486016773e+04; 3.95935568717919159e+04; 1.98853153301016647e+02; 3.11368586811937176e+00; 1.42573831049914770e+04; 3.93050641741373256e+04; 1.98117525562029840e+02; 3.09358285806813527e+00; 
14392; 1.43992625769913320e+04; 4.04881213051616942e+04; 2.01085494953282165e+02; 3.11469961400357187e+00; 1.43995203553231768e+04; 4.01907501954170730e+04; 2.00335205221725971e+02; 3.09191990950035045e+00; 
14535; 1.45424213646104126e+04; 4.14555385327863187e+04; 2.03471034499030935e+02; 3.11897462677475756e+00; 1.45426612889825137e+04; 4.11413829646716113e+04; 2.02688646982994840e+02; 3.09733108295643822e+00; 
14680; 1.46875732806516407e+04; 4.23188071091115344e+04; 2.05575904544484587e+02; 3.11805861682808594e+00; 1.46878208919311019e+04; 4.20311598675987989e+04; 2.04865793916407398e+02; 3.09661980553275296e+00; 
14826; 1.48333145241194688e+04; 4.30985207751673879e+04; 2.07472934408498503e+02; 3.10622224601813635e+00; 1.48335296786639683e+04; 4.28384551820783163e+04; 2.06837518650016591e+02; 3.09076854501048315e+00; 
14974; 1.49817658378705528e+04; 4.40332814325850704e+04; 2.09697337118891653e+02; 3.10162006610011209e+00; 1.49819779324402116e+04; 4.37573984937984860e+04; 2.09030502768802023e+02; 3.09191334720525512e+00; 
15123; 1.51313009621084311e+04; 4.50228161705870953e+04; 2.12023371821741904e+02; 3.10518272702755915e+00; 1.51315024474793554e+04; 4.47493323022653785e+04; 2.11369441237672021e+02; 3.09444431901332262e+00; 
15274; 1.52824644370080641e+04; 4.63339898291222853e+04; 2.15086826968222368e+02; 3.09597756436627725e+00; 1.52826624827882551e+04; 4.60567868010441452e+04; 2.14433551929233687e+02; 3.08526215557764916e+00; 
15426; 1.54345525165298222e+04; 4.74462562665665173e+04; 2.17653648551026379e+02; 3.09401586956250085e+00; 1.54347118380032935e+04; 4.71558523381727064e+04; 2.16979160789179787e+02; 3.08140915892760425e+00; 
15580; 1.55883196248480199e+04; 4.85570205480127115e+04; 2.20199465009341736e+02; 3.08082954340976123e+00; 1.55884982394537510e+04; 4.82667561637920735e+04; 2.19532539934240731e+02; 3.06575526859500069e+00; 
15735; 1.57431471449856781e+04; 4.96552202004767096e+04; 2.22685527659654440e+02; 3.09050704951050914e+00; 1.57433119409245082e+04; 4.93530125723853635e+04; 2.21999829302757774e+02; 3.07294558547163899e+00; 
15892; 1.59000156321709073e+04; 5.07529320130287451e+04; 2.25141470311290419e+02; 3.05684706682503204e+00; 1.59002420551674804e+04; 5.04701148074190860e+04; 2.24504305825154859e+02; 3.04612412980493019e+00; 
16050; 1.60581572110223988e+04; 5.18692025641776563e+04; 2.27601982575973636e+02; 3.07051505003305403e+00; 1.60583806218772170e+04; 5.16138646044509442e+04; 2.27032221901210931e+02; 3.05496817273124188e+00; 
16210; 1.62178692520305103e+04; 5.28640952901219280e+04; 2.29787228023237532e+02; 3.08252907473218274e+00; 1.62180756154705741e+04; 5.25965029865779870e+04; 2.29197049329498952e+02; 3.06916857520250286e+00; 
16372; 1.63792671074355130e+04; 5.42749283962437839e+04; 2.32856431188326468e+02; 3.09362931788683904e+00; 1.63794851537403283e+04; 5.40007360851599951e+04; 2.32260002063727796e+02; 3.08417074742649566e+00; 
16535; 1.65422608377071410e+04; 5.54397392209777026e+04; 2.35344469781570751e+02; 3.07755465045016985e+00; 1.65424929605886355e+04; 5.51565103134208475e+04; 2.34734671182248462e+02; 3.06874777845486957e+00; 
16700; 1.67077312349632775e+04; 5.66075253480640167e+04; 2.37797715199298295e+02; 3.08501708921110174e+00; 1.67079700482652697e+04; 5.63085757004434126e+04; 2.37160397265424251e+02; 3.07616453643688237e+00; 
16866; 1.68737287428753480e+04; 5.81317998792190774e+04; 2.40981464873932111e+02; 3.07580465274233150e+00; 1.68739852371696688e+04; 5.78439001651131766e+04; 2.40374990696740014e+02; 3.06664186175308728e+00; 
17034; 1.70421518156406419e+04; 5.94562017019539271e+04; 2.43700122289085584e+02; 3.05978674677196105e+00; 1.70423367207372394e+04; 5.91721992997274792e+04; 2.43110465400148342e+02; 3.04985367593427048e+00; 
17204; 1.72120549175188244e+04; 6.03901108004304042e+04; 2.45611948211389489e+02; 3.07482094824408714e+00; 1.72121865514327510e+04; 6.01190680840176792e+04; 2.45055194720817326e+02; 3.06810917261912008e+00; 
17376; 1.73841301240753201e+04; 6.16466625173365610e+04; 2.48154314086734274e+02; 3.08462150379314615e+00; 1.73842331162357914e+04; 6.13866892651057351e+04; 2.47626543533108503e+02; 3.07545696559288473e+00; 
17549; 1.75571921605925927e+04; 6.32294486428930395e+04; 2.51321183245103327e+02; 3.07946119542921792e+00; 1.75572972735422809e+04; 6.29695362400417653e+04; 2.50800102655095344e+02; 3.06943086437177204e+00; 
17724; 1.77319902870364931e+04; 6.45986493217223615e+04; 2.54037014300667693e+02; 3.07022190038565901e+00; 1.77320826583250637e+04; 6.43408648324500682e+04; 2.53526202722421544e+02; 3.05826080541514989e+00; 
17901; 1.79090872879893504e+04; 6.63767956612175767e+04; 2.57509983173848468e+02; 3.07077283509874777e+00; 1.79091720454367169e+04; 6.60922982668574987e+04; 2.56954307105831333e+02; 3.05687899861147105e+00; 
18080; 1.80877750222433315e+04; 6.80765404643681832e+04; 2.60798944578929536e+02; 3.07550828365126261e+00; 1.80878805512901345e+04; 6.77671931705903698e+04; 2.60202017828364774e+02; 3.06090316466887957e+00; 
18260; 1.82680697356071505e+04; 6.97679588675286795e+04; 2.64012950884534234e+02; 3.05570232298007305e+00; 1.82680553207595622e+04; 6.94169050909118523e+04; 2.63347711017909603e+02; 3.04051353702839444e+00; 
18442; 1.84506494879000347e+04; 7.12110585138330935e+04; 2.66713788306681863e+02; 3.06934493950622178e+00; 1.84505890560483531e+04; 7.08524456780918408e+04; 2.66042616500231929e+02; 3.05270303883633165e+00; 
18626; 1.86347931951003702e+04; 7.22097052803303523e+04; 2.68574728893576207e+02; 3.05918526621006492e+00; 1.86346917021061890e+04; 7.18560380527753296e+04; 2.67918816747301037e+02; 3.04606244650154245e+00; 
18812; 1.88213285561225421e+04; 7.40143476135863602e+04; 2.71895799258199133e+02; 3.03895997111042160e+00; 1.88212012872199994e+04; 7.37067402219312353e+04; 2.71333883868982866e+02; 3.02465090016198213e+00; 
19000; 1.90096651210668606e+04; 7.55588268103618757e+04; 2.74709687206556396e+02; 3.03822325471611299e+00; 1.90095128924367200e+04; 7.52375185180421686e+04; 2.74129574098691705e+02; 3.02533817102159208e+00; 
19189; 1.91988133466513027e+04; 7.71232713902944379e+04; 2.77537330133794001e+02; 3.02931305897667125e+00; 1.91986180114170784e+04; 7.68032784989323700e+04; 2.76967096160019025e+02; 3.01862516860757246e+00; 
19380; 1.93903792387404173e+04; 7.92037425345785014e+04; 2.81240135716346856e+02; 3.03200371595174856e+00; 1.93901396378494901e+04; 7.88771875712182227e+04; 2.80667731161777795e+02; 3.02641323773418147e+00; 
19573; 1.95830774269539907e+04; 8.06563756890967779e+04; 2.83821812331405795e+02; 3.06588471158618781e+00; 1.95827989137749391e+04; 8.03260375410714478e+04; 2.83249040298287639e+02; 3.05826352385283418e+00; 
19768; 1.97782364398484424e+04; 8.29717480516695068e+04; 2.87866224748403397e+02; 3.06604087169750184e+00; 1.97779423573561980e+04; 8.26135089411239314e+04; 2.87253648316823899e+02; 3.05835489854478704e+00; 
19965; 1.99756826480738091e+04; 8.49147877377965488e+04; 2.91205543848207299e+02; 3.08073191232207755e+00; 1.99753738011984315e+04; 8.45073565938262764e+04; 2.90516334897923969e+02; 3.07372546051044893e+00; 
20164; 2.01741847029749079e+04; 8.65002730304953875e+04; 2.93932891755598348e+02; 3.06689502727742846e+00; 2.01739113627470433e+04; 8.61479888263482280e+04; 2.93342383086460814e+02; 3.06248318813046216e+00; 
20365; 2.03746456511315628e+04; 8.86490601954691228e+04; 2.97583638007397212e+02; 3.04522273515164343e+00; 2.03744151854055890e+04; 8.82331268484130705e+04; 2.96891362508565749e+02; 3.04308455992200200e+00; 
20568; 2.05774704020894242e+04; 9.08178084502701822e+04; 3.01211088664637771e+02; 3.03844249800658073e+00; 2.05772403728077988e+04; 9.03750320255328115e+04; 3.00482358110929795e+02; 3.03767290519828626e+00; 
20773; 2.07819943980533135e+04; 9.31848082279499213e+04; 3.05129331647431911e+02; 3.02826458683338684e+00; 2.07816900461707119e+04; 9.27751626185127679e+04; 3.04466165141650379e+02; 3.02766584824573082e+00; 
20980; 2.09890732456183177e+04; 9.49786014182384679e+04; 3.08052394297118099e+02; 3.03873789203643652e+00; 2.09887212380249366e+04; 9.45546421204004582e+04; 3.07373684832835636e+02; 3.03579109355150223e+00; 
21189; 2.11981964712033623e+04; 9.71740176579158724e+04; 3.11591788363110879e+02; 3.03504837768694991e+00; 2.11977973129999991e+04; 9.67432198025124235e+04; 3.10911284913386282e+02; 3.03353724571891314e+00; 
21400; 2.14093786983843456e+04; 9.89972018986886105e+04; 3.14498397317545027e+02; 3.06387117399110576e+00; 2.14089968615637663e+04; 9.85509424944205821e+04; 3.13799297284780550e+02; 3.06292213412147207e+00; 
21613; 2.16229149970156504e+04; 1.01586524796317215e+05; 3.18572154512121926e+02; 3.03875969615955999e+00; 2.16225458265907400e+04; 1.01119851946148279e+05; 3.17850167753371750e+02; 3.03964183773603347e+00; 
21829; 2.18386150374001700e+04; 1.04450545015197902e+05; 3.23045037217710387e+02; 3.01109406895735354e+00; 2.18382352836404643e+04; 1.03965203312602331e+05; 3.22304068929764298e+02; 3.01592234318912178e+00; 
22047; 2.20572524017338474e+04; 1.06984827604275371e+05; 3.26924633307070906e+02; 3.00046513571361206e+00; 2.20568287553361079e+04; 1.06505225633099268e+05; 3.26203343333018267e+02; 3.00656143815364141e+00; 
22267; 2.22777648323025387e+04; 1.09490032350163121e+05; 3.30717629913590599e+02; 3.00159869607701779e+00; 2.22772655347901127e+04; 1.09039592068715239e+05; 3.30051830572391566e+02; 3.00515677521563962e+00; 
22489; 2.24996134320686870e+04; 1.11547386897168210e+05; 3.33818426628744930e+02; 3.02362113778742359e+00; 2.24991982942634058e+04; 1.11124683196682759e+05; 3.33197656040376614e+02; 3.02863364151495285e+00; 
22713; 2.27239476994757169e+04; 1.14485932633242774e+05; 3.38180544250303967e+02; 3.05415093308276608e+00; 2.27235330292912840e+04; 1.14121969279573648e+05; 3.37655185912381910e+02; 3.06089418536694380e+00; 
22940; 2.29507429023334298e+04; 1.16642691638672230e+05; 3.41360925836755200e+02; 3.03072738055081015e+00; 2.29502883496238355e+04; 1.16267664996424050e+05; 3.40825196924232159e+02; 3.03862785802433777e+00; 
23169; 2.31795064477464475e+04; 1.19773987491059801e+05; 3.45924272127311440e+02; 3.04317275296282297e+00; 2.31790391121680332e+04; 1.19342867411215717e+05; 3.45314470646816119e+02; 3.04815911212091439e+00; 
23400; 2.34106446265850354e+04; 1.22695347977576035e+05; 3.50117180244615383e+02; 3.03598210702043803e+00; 2.34101691644409184e+04; 1.22278724941133900e+05; 3.49535853719908516e+02; 3.04368921295983430e+00; 
23633; 2.36441178794439838e+04; 1.25355394299820444e+05; 3.53881035174941530e+02; 3.01407903709455516e+00; 2.36436552556550450e+04; 1.24921185123020216e+05; 3.53281262806205291e+02; 3.02626722833428197e+00; 
23869; 2.38792640491813509e+04; 1.28302197506624463e+05; 3.58045872481483912e+02; 3.00992520923318940e+00; 2.38788754775151865e+04; 1.27942222768202264e+05; 3.57553768980344330e+02; 3.01895717787921303e+00; 
24107; 2.41167451393633200e+04; 1.31595775351901830e+05; 3.62630400836294427e+02; 3.00691092091345036e+00; 2.41163633006000418e+04; 1.31174838814979506e+05; 3.62059618594579604e+02; 3.01891064759781669e+00; 
24348; 2.43575391778265730e+04; 1.35108376960289635e+05; 3.67447113264866630e+02; 3.00808953321288008e+00; 2.43571807067859190e+04; 1.34641723729887832e+05; 3.66820716907863641e+02; 3.02009274381993231e+00; 
24591; 2.46021945594713252e+04; 1.38004150381745218e+05; 3.71320390256161261e+02; 3.01061394052333409e+00; 2.46018174964802238e+04; 1.37594619878543657e+05; 3.70779721193655575e+02; 3.02093591452186505e+00; 
24836; 2.48464441628166096e+04; 1.40770072817477834e+05; 3.75047986637094652e+02; 3.03102139824067995e+00; 2.48460501924284654e+04; 1.40414521705078310e+05; 3.74584456881525512e+02; 3.04020799750732307e+00; 
25084; 2.50956500676263386e+04; 1.43954797435399290e+05; 3.79234852511870940e+02; 3.02650954643419956e+00; 2.50951979360479927e+04; 1.43586454645629710e+05; 3.78762538899898288e+02; 3.03206079324835898e+00; 
25334; 2.53460282526844967e+04; 1.46590201014925929e+05; 3.82682011796066206e+02; 3.02114222240252861e+00; 2.53455358922199557e+04; 1.46215664584184706e+05; 3.82207519254757074e+02; 3.02658727240848879e+00; 
25587; 2.55985441926459534e+04; 1.49756632949300780e+05; 3.86811794760004830e+02; 3.01555107039347403e+00; 2.55981493499216376e+04; 1.49259348645064922e+05; 3.86180062459716225e+02; 3.02279130102603100e+00; 
25842; 2.58530189195563398e+04; 1.53034775749990979e+05; 3.91041377812884321e+02; 3.02034240672032439e+00; 2.58526556606582089e+04; 1.52553714265703806e+05; 3.90435873302698610e+02; 3.02651379999800918e+00; 
26100; 2.61114589165378238e+04; 1.55954713866981969e+05; 3.94744736632119896e+02; 3.04046948750775137e+00; 2.61111494644297491e+04; 1.55565233143746707e+05; 3.94259968278135091e+02; 3.04984846048266522e+00; 
26361; 2.63724838808774948e+04; 1.59662013314541691e+05; 3.99412235409151890e+02; 3.04357062468167205e+00; 2.63721300908690027e+04; 1.59281986279842531e+05; 3.98946246200024234e+02; 3.05320718096411348e+00; 
26624; 2.66350644867817464e+04; 1.63006313330146688e+05; 4.03588764043799927e+02; 3.03706313841267539e+00; 2.66346790676790079e+04; 1.62663030093984242e+05; 4.03173644485215846e+02; 3.04633535810779632e+00; 
26890; 2.69000335613845928e+04; 1.65956462486884091e+05; 4.07253962697512350e+02; 3.03043767638208594e+00; 2.68997539420291359e+04; 1.65542366257562651e+05; 4.06752045935180206e+02; 3.03817399751067585e+00; 
27158; 2.71682208041954764e+04; 1.69458254390530550e+05; 4.11526171163060496e+02; 3.03158735482375397e+00; 2.71679652340272369e+04; 1.69045542731207534e+05; 4.11030700607616495e+02; 3.03758527633260345e+00; 
27429; 2.74393083774950392e+04; 1.72691758459285775e+05; 4.15434105259434318e+02; 3.02401774654185829e+00; 2.74390999729772448e+04; 1.72304058088694437e+05; 4.14972346831152777e+02; 3.02983810162541589e+00; 
27703; 2.77132765212106533e+04; 1.77004369277893420e+05; 4.20593345631737805e+02; 3.00571455804358090e+00; 2.77130490277731733e+04; 1.76643205930566415e+05; 4.20169278947643022e+02; 3.01244841393419893e+00; 
27980; 2.79894186484310849e+04; 1.81623233263169008e+05; 4.26068682638024200e+02; 3.01724045397590501e+00; 2.79892845973354706e+04; 1.81228831214882026e+05; 4.25608537822255698e+02; 3.02456259482968282e+00; 
28259; 2.82687501133433179e+04; 1.85961241018216417e+05; 4.31121997012454244e+02; 3.03245867413520731e+00; 2.82685468244471267e+04; 1.85454907396346389e+05; 4.30538924534497880e+02; 3.04126668053580929e+00; 
28541; 2.85505238349698084e+04; 1.90767647882614750e+05; 4.36665712473607016e+02; 3.03559768256877494e+00; 2.85503699342348445e+04; 1.90268239509690029e+05; 4.36096828516471589e+02; 3.04386856285715712e+00; 
28826; 2.88349622564900637e+04; 1.94973718754922593e+05; 4.41467322362061736e+02; 3.02668193660817142e+00; 2.88348942361179725e+04; 1.94375105893381580e+05; 4.40790197778104641e+02; 3.03850033816449416e+00; 
29114; 2.91232098397157424e+04; 1.97467245352067868e+05; 4.44277418067222243e+02; 3.02267645570771526e+00; 2.91230573835612486e+04; 1.96894808146142605e+05; 4.43635855121254679e+02; 3.03495114627212015e+00; 
29405; 2.94133398047037663e+04; 2.02042320236240805e+05; 4.49413804743186233e+02; 3.02771244441691945e+00; 2.94132175238619493e+04; 2.01443401235456258e+05; 4.48749232352587114e+02; 3.03860360921499995e+00; 
29699; 2.97084276987969861e+04; 2.06774377095447038e+05; 4.54626765150096730e+02; 3.02684874062533948e+00; 2.97083002619493054e+04; 2.06228841087877954e+05; 4.54029014728744073e+02; 3.03273242436985457e+00; 
29995; 3.00034306844880884e+04; 2.10886239948793111e+05; 4.59146124352430888e+02; 3.02982519556854113e+00; 3.00033636481754293e+04; 2.10340290067108610e+05; 4.58552439156422452e+02; 3.03624752276665033e+00; 
30294; 3.03020691528880670e+04; 2.15409890380335244e+05; 4.64052560764409748e+02; 3.03499977583678238e+00; 3.03019721213343510e+04; 2.14761849181662372e+05; 4.63355473112265599e+02; 3.04128512647768501e+00; 
30596; 3.06043622842744189e+04; 2.20318043133442552e+05; 4.69305993287064496e+02; 3.03825287661949028e+00; 3.06042822656602075e+04; 2.19610285195928387e+05; 4.68552760392534481e+02; 3.04137309851090087e+00; 
30901; 3.09080413316146805e+04; 2.24497658886506280e+05; 4.73759515509290395e+02; 3.03636170936341943e+00; 3.09079552239640761e+04; 2.23688025270530983e+05; 4.72905540388502118e+02; 3.04230612774616693e+00; 
31210; 3.12174911067981557e+04; 2.30021881839513051e+05; 4.79547458713372464e+02; 3.04526081241490676e+00; 3.12173854622867693e+04; 2.29117104592644551e+05; 4.78604805177985270e+02; 3.04967876202989441e+00; 
31522; 3.15287043742736278e+04; 2.35775770831624803e+05; 4.85521186146624075e+02; 3.02257157890131767e+00; 3.15286266487631365e+04; 2.34771956715779292e+05; 4.84487403594714351e+02; 3.02606505312336083e+00; 
31837; 3.18440782843134220e+04; 2.40918072355387500e+05; 4.90783017479786224e+02; 3.03461872998841820e+00; 3.18440295554922413e+04; 2.39845448115178006e+05; 4.89689731835129066e+02; 3.03322315522901631e+00; 
32155; 3.21635324579141743e+04; 2.46437120256007038e+05; 4.96351002233249631e+02; 3.02278922301756703e+00; 3.21633025247798796e+04; 2.45179546156302647e+05; 4.95086471476025849e+02; 3.01958055782352286e+00; 
32476; 3.24841833576494937e+04; 2.50984596545211360e+05; 5.00916788701268558e+02; 3.02217774357608748e+00; 3.24839143807558430e+04; 2.49652099208532920e+05; 4.99589293105631498e+02; 3.02064624075216903e+00; 
32800; 3.28092879502202195e+04; 2.56352138982887089e+05; 5.06227096236060561e+02; 3.01537188637764242e+00; 3.28090148280966896e+04; 2.54904220261125913e+05; 5.04799913961475738e+02; 3.01206566842027135e+00; 
33128; 3.31385333415718414e+04; 2.61839249639491085e+05; 5.11593880294535950e+02; 3.01706718005175389e+00; 3.31381879646215020e+04; 2.60446548849094426e+05; 5.10237938834387421e+02; 3.01215039750064406e+00; 
33459; 3.34697975104817087e+04; 2.66870537534717238e+05; 5.16482285564680069e+02; 3.01352471570412472e+00; 3.34694814449932892e+04; 2.65506634767944226e+05; 5.15166743956552068e+02; 3.00713647785542415e+00; 
33793; 3.38054515056162636e+04; 2.73872913140436867e+05; 5.23180535903550890e+02; 2.98270718491724196e+00; 3.38050483744167577e+04; 2.72257502958947036e+05; 5.21643882004629972e+02; 2.97953370835597031e+00; 
34130; 3.41431512597014007e+04; 2.79570789523325744e+05; 5.28580962475560796e+02; 2.95032857849444863e+00; 3.41426994434903536e+04; 2.78063392241119698e+05; 5.27164221449216598e+02; 2.94609348189338149e+00; 
34471; 3.44847452831203191e+04; 2.86037917146793043e+05; 5.34648468003729818e+02; 2.96979448510643396e+00; 3.44841610137039606e+04; 2.84480264937163971e+05; 5.33204512973631154e+02; 2.96343873511079270e+00; 
34815; 3.48280436063479210e+04; 2.91961776984475262e+05; 5.40177416519719031e+02; 2.95742730893319283e+00; 3.48274277693362674e+04; 2.90338375794761232e+05; 5.38687224968335272e+02; 2.95121975003801218e+00; 
35163; 3.51761757418191337e+04; 2.96812778457468958e+05; 5.44645920103131289e+02; 2.97177143214990158e+00; 3.51755215103511728e+04; 2.95039001946633332e+05; 5.43030582679427880e+02; 2.96415045536871169e+00; 
35514; 3.55270159355957949e+04; 3.02630577586011670e+05; 5.49964692509054771e+02; 2.97748730010848250e+00; 3.55263365952978420e+04; 3.00842641784733103e+05; 5.48352487184283746e+02; 2.96653012712164488e+00; 
35869; 3.58823300431674070e+04; 3.08907006312019716e+05; 5.55634156852488786e+02; 2.98410396857292071e+00; 3.58816196552191032e+04; 3.06970542256454297e+05; 5.53905485221625327e+02; 2.97471085107990341e+00; 
36227; 3.62399519660976803e+04; 3.14532857673151360e+05; 5.60682712634654422e+02; 2.99559116689201410e+00; 3.62392419025685449e+04; 3.12526081521469343e+05; 5.58906268834920525e+02; 2.98756612238701003e+00; 
36589; 3.66012738464183203e+04; 3.19412427845536673e+05; 5.65032548212609072e+02; 2.97087738708420801e+00; 3.66006495774327341e+04; 3.17637639044851181e+05; 5.63473092871776885e+02; 2.96554755281934845e+00; 
36954; 3.69652030764518349e+04; 3.28097814057295793e+05; 5.72688663354975461e+02; 2.97386300564779127e+00; 3.69646813355413688e+04; 3.26199977941809106e+05; 5.71039304262732117e+02; 2.96697804192112757e+00; 
37323; 3.73353997627892895e+04; 3.36328090616919915e+05; 5.79805429863925497e+02; 2.95489067379089754e+00; 3.73347345457576448e+04; 3.34362501928372018e+05; 5.78121788522309544e+02; 2.94453892022578811e+00; 
37696; 3.77085352495096595e+04; 3.43005978895473469e+05; 5.85532959290256940e+02; 2.97321262242485895e+00; 3.77078609560230325e+04; 3.41162155607607099e+05; 5.83970438746542754e+02; 2.96093838803628495e+00; 
38072; 3.80842067255691436e+04; 3.49149019871058117e+05; 5.90762232816161827e+02; 2.98254657211204544e+00; 3.80836457160334030e+04; 3.47253504321485874e+05; 5.89167108399267136e+02; 2.96895633945621507e+00; 
38452; 3.84650505363477350e+04; 3.56100170209236268e+05; 5.96598569986780149e+02; 2.95157256429525328e+00; 3.84643952839748235e+04; 3.54032439291851071e+05; 5.94877126999379811e+02; 2.93860972520341157e+00; 
38836; 3.88500454413233965e+04; 3.63626190163792460e+05; 6.02850657909422353e+02; 2.97268096343863109e+00; 3.88492215208812122e+04; 3.61489218056059210e+05; 6.01094343212144963e+02; 2.95956061178163132e+00; 
39224; 3.92392167807802471e+04; 3.71245051427888975e+05; 6.09108776008499490e+02; 2.96359347737132506e+00; 3.92383592785249057e+04; 3.68977942943212925e+05; 6.07265801822773710e+02; 2.95522811588741430e+00; 
39616; 3.96313180326325091e+04; 3.79541303656478995e+05; 6.15878771782842136e+02; 2.95772751485186935e+00; 3.96304629284882903e+04; 3.77235769194216060e+05; 6.14024912274536860e+02; 2.95058785139535562e+00; 
40012; 4.00283068386300220e+04; 3.87492720817104040e+05; 6.22275507979378858e+02; 2.96515671773863643e+00; 4.00274277127141977e+04; 3.85163881220944982e+05; 6.20423941270283080e+02; 2.95724413456068946e+00; 
40412; 4.04279417595633786e+04; 3.94603930904341047e+05; 6.27972763108697791e+02; 2.95207488326987821e+00; 4.04270195817752829e+04; 3.92481658566222934e+05; 6.26303497299444643e+02; 2.94646402349491598e+00; 
40816; 4.08315997713059842e+04; 4.02088330737769720e+05; 6.33912437070746705e+02; 2.96898726683016223e+00; 4.08306348020290607e+04; 4.00140208934095979e+05; 6.32397052099131429e+02; 2.96500970757955873e+00; 
41224; 4.12394568130604675e+04; 4.10026179921724368e+05; 6.40146285509601057e+02; 2.93986660832718139e+00; 4.12383936443591301e+04; 4.08067187306232052e+05; 6.38639186323775562e+02; 2.93810953649822970e+00; 
41636; 4.16511174813183388e+04; 4.18808112833949039e+05; 6.46977259718253322e+02; 2.94836397055100052e+00; 4.16500426047913061e+04; 4.16956238491280528e+05; 6.45568775377153315e+02; 2.94471159437503482e+00; 
42052; 4.20682307456136550e+04; 4.23477857123551075e+05; 6.50549321743071687e+02; 2.95969595899411253e+00; 4.20672020320180891e+04; 4.21526425305600860e+05; 6.49072664289692170e+02; 2.95659027026368904e+00; 
42472; 4.24880698487191694e+04; 4.31574189616441319e+05; 6.56746488059573380e+02; 2.97305366015978878e+00; 4.24871427012090571e+04; 4.29404054589628009e+05; 6.55114305438158340e+02; 2.96934173513096722e+00; 
42896; 4.29114760513767906e+04; 4.41474725970037747e+05; 6.64255385980286178e+02; 2.96706165466610639e+00; 4.29103811479370343e+04; 4.39447956327492546e+05; 6.62752698154825566e+02; 2.96512090177165089e+00; 
43324; 4.33389963880358409e+04; 4.50630137305213837e+05; 6.71122377552033527e+02; 2.97458058597184749e+00; 4.33380084177644021e+04; 4.48755898088435933e+05; 6.69745968498633374e+02; 2.97273255306002504e+00; 
