name=GeneralizedHyperLogLog;numRegisters=256;q=65534;base=1.00099999999999989e+00;a=3.90625000000000000e-03;registerStateType=registers with lower bound;numExamples=10000;
true cardinality; simple mean; simple mse; simple standard deviation; simple kurtosis; ml mean; ml mse; ml standard deviation; ml kurtosis; 
17; 1.70309474312779585e+01; 5.48934138574894037e-01; 7.40254277307594077e-01; 4.08410152663218184e+00; 1.70299345044188613e+01; 5.43991162983434862e-01; 7.36949854758538914e-01; 4.07034955833906498e+00; 
18; 1.80338244874426579e+01; 6.16446534472528285e-01; 7.84412161125620511e-01; 3.97171471404244381e+00; 1.80326218203442075e+01; 6.10452975490288319e-01; 7.80633583909715267e-01; 3.96039049642140073e+00; 
19; 1.90364499422808038e+01; 6.90195683371229607e-01; 8.29980171497461283e-01; 3.88388374427907568e+00; 1.90350056653375219e+01; 6.83386729662391335e-01; 8.25930586100710129e-01; 3.87838807408150155e+00; 
20; 2.00422478355539120e+01; 7.64610663457855666e-01; 8.73398983196601142e-01; 3.66465275509057742e+00; 2.00404584881485661e+01; 7.56257366369922912e-01; 8.68688941512816615e-01; 3.64605543893769557e+00; 
21; 2.10430293220892040e+01; 8.50232907600681265e-01; 9.21076210224341163e-01; 3.54442803210641433e+00; 2.10409994668357783e+01; 8.40584253687870153e-01; 9.15916643263484764e-01; 3.52366173588705411e+00; 
22; 2.20460781006764890e+01; 9.39351481426551449e-01; 9.68105515976746211e-01; 3.45471945821563864e+00; 2.20435188648311780e+01; 9.27360088906551194e-01; 9.62011536994416439e-01; 3.43897356911601682e+00; 
23; 2.30467788794373902e+01; 1.03295384209182095e+00; 1.01526625991923392e+00; 3.41070217960481248e+00; 2.30441753149430753e+01; 1.02081039262581097e+00; 1.00938542399595321e+00; 3.39308259984247540e+00; 
24; 2.40500208058193579e+01; 1.12270420699224771e+00; 1.05839601566588937e+00; 3.34291693719521055e+00; 2.40468127144325443e+01; 1.10955493903231872e+00; 1.05231340806804319e+00; 3.32400774949379318e+00; 
25; 2.50511993279682130e+01; 1.22384378462076882e+00; 1.10508932373648205e+00; 3.32236416300797588e+00; 2.50477798841558830e+01; 1.20929370523573754e+00; 1.09864042703051146e+00; 3.30839584954060850e+00; 
26; 2.60544078104690762e+01; 1.31584207131339070e+00; 1.14581056962893135e+00; 3.28548222917735755e+00; 2.60508220995220405e+01; 1.29931561314904820e+00; 1.13874172987082867e+00; 3.28058722506247058e+00; 
27; 2.70514050280309455e+01; 1.43070572370310689e+00; 1.19501600273647091e+00; 3.19970274578311020e+00; 2.70478683159707707e+01; 1.41281849473559085e+00; 1.18765614512858897e+00; 3.19966223118827653e+00; 
28; 2.80505643777051930e+01; 1.54067041294307594e+00; 1.24020710232217057e+00; 3.19869333198435557e+00; 2.80466681780580842e+01; 1.52031740664072923e+00; 1.23212803222614298e+00; 3.19895352793351506e+00; 
29; 2.90501088963258489e+01; 1.66454403045051103e+00; 1.28919863828640047e+00; 3.20595355911024749e+00; 2.90461372811880132e+01; 1.64079118584409800e+00; 1.28010254945792723e+00; 3.20590615267823287e+00; 
30; 3.00552956017278312e+01; 1.77122461859064062e+00; 1.32972441318500612e+00; 3.18659728624895777e+00; 3.00509419679009468e+01; 1.74562636252750480e+00; 1.32023909896422320e+00; 3.18975570417788656e+00; 
31; 3.10518290495830804e+01; 1.90048951588702941e+00; 1.37760780540266392e+00; 3.19443741388522451e+00; 3.10469515722831773e+01; 1.87550010198073935e+00; 1.36868391231900888e+00; 3.19765240481306812e+00; 
32; 3.20576685439783660e+01; 2.02537625659794518e+00; 1.42198825439360621e+00; 3.16533085194570374e+00; 3.20522490799929187e+01; 1.99781674183029345e+00; 1.41247540703198848e+00; 3.16499805854861682e+00; 
33; 3.30566299570154243e+01; 2.15677253716758921e+00; 1.46750318062210283e+00; 3.14928773774286475e+00; 3.30511119821139445e+01; 2.12963958387635666e+00; 1.45843311439391710e+00; 3.14239314092569311e+00; 
34; 3.40587826302715229e+01; 2.29948217410083044e+00; 1.51526458959456400e+00; 3.17431351096457748e+00; 3.40536223263466482e+01; 2.27185167819553202e+00; 1.50631216031495452e+00; 3.16981200653426143e+00; 
35; 3.50609652888006096e+01; 2.46057953217366965e+00; 1.56743828131609075e+00; 3.14726878318513137e+00; 3.50559106363282424e+01; 2.42950017077639213e+00; 1.55768230763585458e+00; 3.14348673983925009e+00; 
36; 3.60592226292894793e+01; 2.61606790924711285e+00; 1.61634173039835805e+00; 3.15136048162963256e+00; 3.60541198296918850e+01; 2.58058367331503913e+00; 1.60550761983529156e+00; 3.14158019259950105e+00; 
37; 3.70631143854770571e+01; 2.78259359328083011e+00; 1.66691636491656014e+00; 3.14340771371693206e+00; 3.70578136716318980e+01; 2.74325003281767188e+00; 1.65526662873089281e+00; 3.13598651386534399e+00; 
38; 3.80638450369576873e+01; 2.94215970950936567e+00; 1.71408387215014457e+00; 3.12864382094134319e+00; 3.80582465520315907e+01; 2.89927057312196546e+00; 1.70172791958597069e+00; 3.11999563781871325e+00; 
39; 3.90647142328674946e+01; 3.10889879488116261e+00; 1.76201897349192649e+00; 3.08427627884891908e+00; 3.90583889602286618e+01; 3.06160519611677584e+00; 1.74876983203628056e+00; 3.07038574592197566e+00; 
40; 4.00713546374852427e+01; 3.25031221559966310e+00; 1.80144961942015147e+00; 3.07310351040843566e+00; 4.00658805595074057e+01; 3.19947248923204741e+00; 1.78749328421425413e+00; 3.06768240756446087e+00; 
41; 4.10732049441915876e+01; 3.44540864302218397e+00; 1.85473709165695766e+00; 3.05428806265774444e+00; 4.10682174712256298e+01; 3.38891457533865248e+00; 1.83963609226342717e+00; 3.04179011248461340e+00; 
42; 4.20697054555613974e+01; 3.61490126026634462e+00; 1.90001116042283313e+00; 3.08862690177275745e+00; 4.20636459965074820e+01; 3.55148056400667134e+00; 1.88346217141072825e+00; 3.07871746749887709e+00; 
43; 4.30753787426339443e+01; 3.80787079865574496e+00; 1.94992021473051103e+00; 3.08469719828173350e+00; 4.30691362939716740e+01; 3.73718332050522450e+00; 1.93194293222162128e+00; 3.07967006814921573e+00; 
44; 4.40730930378716295e+01; 3.97640586992001710e+00; 1.99275268855286991e+00; 3.06085587935179193e+00; 4.40672661007870232e+01; 3.90255787502866669e+00; 1.97434372557403393e+00; 3.06285693000412618e+00; 
45; 4.50768597192374756e+01; 4.17576508800942303e+00; 2.04202293610237273e+00; 3.01989030119244628e+00; 4.50711888968955989e+01; 4.09573796396695045e+00; 2.02254050761060089e+00; 3.02279462050900571e+00; 
46; 4.60785779226024204e+01; 4.35516543243233123e+00; 2.08542344441406335e+00; 2.96676777276630732e+00; 4.60726165092152300e+01; 4.26722433271246082e+00; 2.06444936370496235e+00; 2.97296634624611755e+00; 
47; 4.70826784862872003e+01; 4.54437991798865237e+00; 2.13015121197860946e+00; 2.99258812300403410e+00; 4.70764010189956252e+01; 4.45089273320117229e+00; 2.10833005421297193e+00; 2.98880595629953882e+00; 
48; 4.80792343406357077e+01; 4.70589559153124437e+00; 2.16786012251603655e+00; 3.00722120562854123e+00; 4.80732434311783265e+01; 4.61473250977669203e+00; 2.14694385337994831e+00; 2.99971714930475697e+00; 
49; 4.90829252637767510e+01; 4.93147889756882218e+00; 2.21914449691685700e+00; 3.02658226225898819e+00; 4.90771381237982993e+01; 4.83672287741854845e+00; 2.19790186024659029e+00; 3.02658336295595598e+00; 
50; 5.00946642803927986e+01; 5.17498361738957424e+00; 2.27288853475204267e+00; 3.00854336955202983e+00; 5.00893488189108496e+01; 5.07849211867178152e+00; 2.25177905382189536e+00; 3.01066686427642694e+00; 
51; 5.10991026211955557e+01; 5.41653722838122587e+00; 2.32523459006900968e+00; 3.01681924929718814e+00; 5.10939501405838854e+01; 5.30996844936250945e+00; 2.30242086084338871e+00; 3.01617848345753004e+00; 
52; 5.21001715090356967e+01; 5.60150662476976358e+00; 2.36462941991917175e+00; 3.00740792833306347e+00; 5.20946903194349247e+01; 5.48955169471587467e+00; 2.34106502218993562e+00; 3.01038841684528302e+00; 
53; 5.30961900515161460e+01; 5.81662797567368628e+00; 2.40984967366493352e+00; 3.00687702081992603e+00; 5.30907119181558400e+01; 5.69553106773833040e+00; 2.38480657824546416e+00; 3.01628840723420177e+00; 
54; 5.41004093354895019e+01; 6.04801567002824303e+00; 2.45722071360608574e+00; 3.01704590508062376e+00; 5.40947648833697059e+01; 5.92029633489947660e+00; 2.43131979627926054e+00; 3.02559961622271212e+00; 
55; 5.50946233648919943e+01; 6.28631678577420860e+00; 2.50546666403500451e+00; 2.99320666799739721e+00; 5.50890059888000749e+01; 6.15159184880361387e+00; 2.47864272995552204e+00; 2.99626847524621676e+00; 
56; 5.61018776608765819e+01; 6.51294313393128821e+00; 2.55001256391917330e+00; 2.99943028766870867e+00; 5.60961574995406451e+01; 6.37814951784683259e+00; 2.52366861000587805e+00; 3.00271680327813595e+00; 
57; 5.71007491512065428e+01; 6.72971530449970601e+00; 2.59221235878369072e+00; 3.01528621280316056e+00; 5.70961122286264526e+01; 6.58916616245296449e+00; 2.56513715071171200e+00; 3.01766892184872981e+00; 
58; 5.81078983659639121e+01; 6.99135926840236621e+00; 2.64191544357964547e+00; 2.99564388297662898e+00; 5.81029744719177472e+01; 6.83931755074328951e+00; 2.61318078381051544e+00; 3.00285834142593844e+00; 
59; 5.91069091146198460e+01; 7.22840699593779679e+00; 2.68644326892435492e+00; 2.99395205920501617e+00; 5.91022393406831199e+01; 7.06861405638136819e+00; 2.65672000286031684e+00; 3.00301428544555948e+00; 
60; 6.01070343543579071e+01; 7.49944858841016959e+00; 2.73641960148608421e+00; 2.98547593171608572e+00; 6.01018711849458143e+01; 7.32831037094557125e+00; 2.70516776422892846e+00; 2.98853101867738236e+00; 
61; 6.11164482128042508e+01; 7.77783024429979530e+00; 2.78644398078167566e+00; 2.99846145774614881e+00; 6.11108851551637287e+01; 7.60333469097827486e+00; 2.75518405434964730e+00; 2.99372329046933805e+00; 
62; 6.21223323387713293e+01; 8.00211956441646066e+00; 2.82615540324787018e+00; 2.99704878062767799e+00; 6.21167541119870705e+01; 7.82049776533786201e+00; 2.79407699297494183e+00; 2.99364441645191270e+00; 
63; 6.31291272900048881e+01; 8.23132808412766970e+00; 2.86612180953698292e+00; 3.02128555581437119e+00; 6.31240700897574740e+01; 8.04205472028150758e+00; 2.83313630683544648e+00; 3.02065130858665709e+00; 
64; 6.41338384002102799e+01; 8.48252381474303263e+00; 2.90940047043582384e+00; 3.02773748646854024e+00; 6.41276859396788126e+01; 8.28477160288803383e+00; 2.87549437552857112e+00; 3.02359514620074332e+00; 
65; 6.51405059326962288e+01; 8.73604744037491265e+00; 2.95233899192692029e+00; 3.04045619638218323e+00; 6.51340086617184966e+01; 8.52894053858785384e+00; 2.91735877416067346e+00; 3.03500227882806728e+00; 
66; 6.61485986437041618e+01; 9.04904351348883651e+00; 3.00449029896554842e+00; 3.03187690419142175e+00; 6.61427605690915783e+01; 8.83987847535318139e+00; 2.96976394605125149e+00; 3.02376057645447416e+00; 
67; 6.71519999030271748e+01; 9.34580579923500032e+00; 3.05330997913980751e+00; 3.03576413406257739e+00; 6.71458608752895429e+01; 9.12114753519030685e+00; 3.01659943317804613e+00; 3.03112855046829477e+00; 
68; 6.81530134451644898e+01; 9.69018258342407712e+00; 3.10914288333986777e+00; 3.04366290189011801e+00; 6.81464507335602718e+01; 9.44999291402477049e+00; 3.07059360656280633e+00; 3.04172699849951700e+00; 
69; 6.91556454712386568e+01; 9.99272617766010107e+00; 3.15729324975411751e+00; 3.06809034817358173e+00; 6.91495579549168298e+01; 9.73943077509131250e+00; 3.11722042743409489e+00; 3.06735777695720113e+00; 
70; 7.01570226641814827e+01; 1.02353156176585394e+01; 3.19541225831534037e+00; 3.09415963726471110e+00; 7.01515260525071085e+01; 9.97093072574505079e+00; 3.15404035820036066e+00; 3.09289969564135570e+00; 
71; 7.11557844496410041e+01; 1.05244574348157158e+01; 3.24039945686729025e+00; 3.08922634220216930e+00; 7.11494310695835992e+01; 1.02645404401924125e+01; 3.20034541817530682e+00; 3.08623181852096673e+00; 
72; 7.21531914157146304e+01; 1.08321970743672775e+01; 3.28766322249082510e+00; 3.08799236308735292e+00; 7.21473671850623504e+01; 1.05555870372871627e+01; 3.24559238815565099e+00; 3.09409525882439285e+00; 
73; 7.31552404287951532e+01; 1.11087505052581310e+01; 3.32936193804843361e+00; 3.11271127673022852e+00; 7.31502029095755546e+01; 1.08407557504080163e+01; 3.28910243628306853e+00; 3.11563522937345816e+00; 
74; 7.41548647085186730e+01; 1.13829285167116936e+01; 3.37030346389863711e+00; 3.09077887278708641e+00; 7.41481337399241056e+01; 1.11065231526624011e+01; 3.32935122024673680e+00; 3.10201673369090614e+00; 
75; 7.51710012341392400e+01; 1.16641290970650306e+01; 3.41099511506362285e+00; 3.08565450799179875e+00; 7.51638309857180218e+01; 1.13732516731915592e+01; 3.36844342112352102e+00; 3.10307542856054841e+00; 
76; 7.61637071403526704e+01; 1.19787072641922805e+01; 3.45715305365407088e+00; 3.07241994426228393e+00; 7.61566832152253994e+01; 1.16590098691053807e+01; 3.41093245889915808e+00; 3.09069168167753494e+00; 
77; 7.71628134268882633e+01; 1.22651004900596465e+01; 3.49836994585831063e+00; 3.06299689889839133e+00; 7.71558399319130785e+01; 1.19460094650238062e+01; 3.45278487320672989e+00; 3.07543917432903102e+00; 
78; 7.81707102603994315e+01; 1.25531706916013466e+01; 3.53893044557189640e+00; 3.06186059695048662e+00; 7.81630862852401549e+01; 1.22333603701534805e+01; 3.49381785926513766e+00; 3.07665881117061302e+00; 
79; 7.91873531657033425e+01; 1.28454606386533463e+01; 3.57915624553528477e+00; 3.07864971594583103e+00; 7.91790658216063576e+01; 1.25234165998261879e+01; 3.53431068687496852e+00; 3.08990871510508303e+00; 
80; 8.01847165500240777e+01; 1.32182626264463412e+01; 3.63099744183241047e+00; 3.06657490242473640e+00; 8.01758911883155463e+01; 1.28888671743927041e+01; 3.58579551344827596e+00; 3.07183339757297125e+00; 
81; 8.11955286898434565e+01; 1.35761865653193237e+01; 3.67939602336679750e+00; 3.06424971589138329e+00; 8.11865312753568134e+01; 1.32384249282615958e+01; 3.63368009207956000e+00; 3.05885248994811976e+00; 
82; 8.22025883378113775e+01; 1.39333987818661953e+01; 3.72724519548274502e+00; 3.01898091436130400e+00; 8.21937322269616573e+01; 1.35810820884499233e+01; 3.68015623482025855e+00; 3.01128904603873160e+00; 
83; 8.31998569373489545e+01; 1.42953101295115257e+01; 3.77562807147434443e+00; 3.02947830715027289e+00; 8.31912032037510301e+01; 1.39428730153735820e+01; 3.72911710063504787e+00; 3.02237918068199729e+00; 
84; 8.42107206217093420e+01; 1.46852409103500836e+01; 3.82633476448892695e+00; 3.02546532836764515e+00; 8.42007734041001470e+01; 1.43062463241007709e+01; 3.77702745082783320e+00; 3.02222202823349839e+00; 
85; 8.52203943137422044e+01; 1.50912870632736542e+01; 3.87849370371330027e+00; 3.03621234217609937e+00; 8.52092909320209060e+01; 1.47082823758359886e+01; 3.82942289145635240e+00; 3.03650091458502480e+00; 
86; 8.62120451612645695e+01; 1.55200543505095094e+01; 3.93383924431259713e+00; 3.02463049105516779e+00; 8.62003782919512815e+01; 1.51214092670321296e+01; 3.88345951532219757e+00; 3.02442954407085862e+00; 
87; 8.72048483606853466e+01; 1.59270587243705410e+01; 3.98561110414636621e+00; 3.02422637360633129e+00; 8.71940503935617102e+01; 1.55161275419445559e+01; 3.93426892658637462e+00; 3.02815841328288560e+00; 
88; 8.82124773852919049e+01; 1.64461154611223570e+01; 4.04981096125013984e+00; 3.02516130961196295e+00; 8.82010190997079775e+01; 1.60041503560170746e+01; 3.99546513907574052e+00; 3.03104175220297600e+00; 
89; 8.92046720784533846e+01; 1.69113025225640996e+01; 4.10723895857857801e+00; 3.00338519844984164e+00; 8.91927300315023786e+01; 1.64434399692207762e+01; 4.05046850428166572e+00; 3.01105495103785437e+00; 
90; 9.01997434313571631e+01; 1.73454335470972723e+01; 4.15999232075335090e+00; 2.98257711936650249e+00; 9.01883928109713509e+01; 1.68770600450736694e+01; 4.10384797401755286e+00; 2.99471356749620554e+00; 
91; 9.12101649523000759e+01; 1.77352276207611972e+01; 4.20607397861542776e+00; 2.98239370368497170e+00; 9.11975945169841538e+01; 1.72396705673170700e+01; 4.14736385842561095e+00; 2.99277556011807100e+00; 
92; 9.22031116255274128e+01; 1.81239235056539840e+01; 4.25237218188032084e+00; 2.97148187463603763e+00; 9.21909480208271788e+01; 1.76178633098312787e+01; 4.19301826411161382e+00; 2.98391837454799491e+00; 
93; 9.31990717675700893e+01; 1.85332863548301177e+01; 4.30042518667476337e+00; 2.96085535919096854e+00; 9.31866090071387987e+01; 1.80192108047892567e+01; 4.24080038238584045e+00; 2.97685276113417618e+00; 
94; 9.42021647747923936e+01; 1.90023058958157591e+01; 4.35447302203711928e+00; 2.94692140253935264e+00; 9.41906265795611830e+01; 1.84750683546640531e+01; 4.29403421758941128e+00; 2.97000413661169826e+00; 
95; 9.52012958415589878e+01; 1.95021405023888086e+01; 4.41153266864928373e+00; 2.95297835193847957e+00; 9.51893461300053758e+01; 1.89727151503083604e+01; 4.35165062859605101e+00; 2.98631835284322422e+00; 
96; 9.62039490363655005e+01; 1.98581160709069735e+01; 4.45157509893660297e+00; 2.94605263917719373e+00; 9.61926017994431248e+01; 1.93380986982252168e+01; 4.39329070800880839e+00; 2.97758177028180793e+00; 
97; 9.72045302504604223e+01; 2.02621204281622482e+01; 4.49669743309563241e+00; 2.92724003639776686e+00; 9.71931965039699435e+01; 1.97111549597632241e+01; 4.43551914330409147e+00; 2.95708850261477174e+00; 
98; 9.82006501909770577e+01; 2.07526312346782262e+01; 4.55108456695093011e+00; 2.94378286192431204e+00; 9.81897751410173925e+01; 2.01679407723305850e+01; 4.48686150534897354e+00; 2.96101938814851318e+00; 
99; 9.92103796963945825e+01; 2.12010652337545551e+01; 4.59965277136216510e+00; 2.97825940188335281e+00; 9.91975430614549367e+01; 2.06084319616204112e+01; 4.53535100080373610e+00; 2.99417300218891436e+00; 
100; 1.00207660815900610e+02; 2.16925378272320089e+01; 4.65289316584548196e+00; 2.96030420682467410e+00; 1.00193874572792353e+02; 2.10995869486738457e+01; 4.58933542015602125e+00; 2.97821959716163942e+00; 
101; 1.01209647777978688e+02; 2.20285590334464416e+01; 4.68877455660167186e+00; 2.97469585207075760e+00; 1.01195756048337017e+02; 2.14446080597172539e+01; 4.62669294737143844e+00; 2.98799212750706333e+00; 
102; 1.02211913412510555e+02; 2.25462444244684299e+01; 4.74355743404321295e+00; 2.97331745309090989e+00; 1.02197222796138277e+02; 2.19280010658440148e+01; 4.67857929659503391e+00; 2.98849239962239910e+00; 
103; 1.03220250971622846e+02; 2.29550746375019550e+01; 4.78608024870051540e+00; 2.97361353457389743e+00; 1.03205640777094871e+02; 2.23507785309972817e+01; 4.72318646697261091e+00; 2.99141253118289452e+00; 
104; 1.04247883711087255e+02; 2.33726731430257395e+01; 4.82817013047421817e+00; 3.00111795182595253e+00; 1.04233021562253626e+02; 2.27377182993677316e+01; 4.76271133398746116e+00; 3.01277853982110067e+00; 
105; 1.05256164539694808e+02; 2.39301168888890317e+01; 4.88513015358771341e+00; 2.99043878131882934e+00; 1.05239297018475455e+02; 2.32644442233951949e+01; 4.81738322747358172e+00; 3.00531934224286257e+00; 
106; 1.06260465133451831e+02; 2.43857467290885417e+01; 4.93131875296502731e+00; 2.99820699958482129e+00; 1.06244747062926621e+02; 2.36948563878066167e+01; 4.86157950289777840e+00; 3.01729150838329296e+00; 
107; 1.07271113266342454e+02; 2.48492164876153403e+01; 4.97752087734730875e+00; 2.99699842219814494e+00; 1.07254151010272679e+02; 2.41405948240326573e+01; 4.90673028482410256e+00; 3.02343554127322722e+00; 
108; 1.08278590906469148e+02; 2.53907180154477530e+01; 5.03121308655084398e+00; 2.98920750706377714e+00; 1.08261883821487757e+02; 2.46514895537624490e+01; 4.95811520820214291e+00; 3.01679938596309638e+00; 
109; 1.09284068668262989e+02; 2.58032873532365983e+01; 5.07174450706540370e+00; 2.98559784575380416e+00; 1.09265394760400866e+02; 2.50535123679638012e+01; 4.99830751246012106e+00; 3.01458967174565862e+00; 
110; 1.10284659461175750e+02; 2.63574021402808185e+01; 5.12604829585558175e+00; 2.98646625216169559e+00; 1.10265245980569702e+02; 2.55731576788997685e+01; 5.05002992552436947e+00; 3.01585533840515874e+00; 
111; 1.11286909069940208e+02; 2.68894629959310478e+01; 5.17756179890853474e+00; 2.97706292681038587e+00; 1.11266588328888659e+02; 2.60965564294459504e+01; 5.10151811643813247e+00; 3.00452958474940157e+00; 
112; 1.12282050713431929e+02; 2.73777705331145391e+01; 5.22476965312032871e+00; 2.95904359472291523e+00; 1.12262237601385877e+02; 2.65234541443419118e+01; 5.14341186225265101e+00; 2.98526986277353812e+00; 
113; 1.13274752714709336e+02; 2.78984471879505307e+01; 5.27474721040838546e+00; 2.95165942314803464e+00; 1.13258122041332555e+02; 2.70161082587916219e+01; 5.19128897968222436e+00; 2.97495390088457556e+00; 
114; 1.14275595803647491e+02; 2.83988137042517188e+01; 5.32192264668174975e+00; 2.95607193242389732e+00; 1.14257862764431977e+02; 2.74876945334101386e+01; 5.23652569249209154e+00; 2.98364930299013720e+00; 
115; 1.15280116307961151e+02; 2.88286099857549836e+01; 5.36191615374294361e+00; 2.98056738186141024e+00; 1.15260936636703619e+02; 2.79275948310802562e+01; 5.27821057771533120e+00; 3.00891355360765012e+00; 
116; 1.16281389918569175e+02; 2.94258185351930024e+01; 5.41725375526387332e+00; 3.00074058860009130e+00; 1.16262089809464243e+02; 2.85056140285398172e+01; 5.33262814757553816e+00; 3.03056806864487438e+00; 
117; 1.17280649536796005e+02; 2.99256839566179593e+01; 5.46323345594109711e+00; 3.01862052689219773e+00; 1.17261592726257277e+02; 2.89927000088604991e+01; 5.37812878745293954e+00; 3.04713335517936956e+00; 
118; 1.18285467355313543e+02; 3.04075426157007058e+01; 5.50690938773745131e+00; 3.01891920802653058e+00; 1.18267200290141858e+02; 2.94482147336737938e+01; 5.42003862888651966e+00; 3.04989850879379443e+00; 
119; 1.19286012138752426e+02; 3.08705650243909737e+01; 5.54876221159974925e+00; 3.03510479695675039e+00; 1.19268541188668507e+02; 2.99208296530524791e+01; 5.46339777821830896e+00; 3.06196346598484226e+00; 
120; 1.20289438629283424e+02; 3.13551146827135341e+01; 5.59207832228698365e+00; 3.03302764848852924e+00; 1.20270033217340782e+02; 3.03859332088589547e+01; 5.50572568063388257e+00; 3.06800381227328423e+00; 
121; 1.21284070449403075e+02; 3.16841341199104960e+01; 5.62169352594809091e+00; 3.04681644235228211e+00; 1.21263774604527839e+02; 3.06851944730139046e+01; 5.53313811783331033e+00; 3.08193068957913674e+00; 
122; 1.22297964829528780e+02; 3.22993865637369097e+01; 5.67543861953423523e+00; 3.04582243794359186e+00; 1.22277337906524394e+02; 3.12640056180536732e+01; 5.58454020521458094e+00; 3.08434186028285318e+00; 
123; 1.23301946183718528e+02; 3.28715405167996622e+01; 5.72541430980652333e+00; 3.05020911758810920e+00; 1.23280552513596021e+02; 3.18047164774076379e+01; 5.63258437704422654e+00; 3.08158541754565096e+00; 
124; 1.24311065572128811e+02; 3.35645705490642570e+01; 5.78513688333306053e+00; 3.04316224917429912e+00; 1.24289716154616741e+02; 3.24553951007685981e+01; 5.68959222181367608e+00; 3.07204739974126761e+00; 
125; 1.25318490489228068e+02; 3.40898416575824115e+01; 5.82995758696868105e+00; 3.03868186563263487e+00; 1.25296692213356266e+02; 3.29409309224933295e+01; 5.73174534090858234e+00; 3.07035420330354558e+00; 
126; 1.26304219473666649e+02; 3.47496861010449223e+01; 5.88703122234687992e+00; 3.01689036847530501e+00; 1.26281608574056492e+02; 3.35603720971198314e+01; 5.78628280575167508e+00; 3.05058699763775554e+00; 
